chemical_formula,Tc,composition,elements,stoichiometry,Category,num_elements
Bi2.15Sr1.68Ca1.17Cu2O8,80.0,Bi2.15 Sr1.68 Ca1.17 Cu2 O8,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.15, 'Sr': 1.68, 'Ca': 1.17, 'Cu': 2.0, 'O': 8.0}",Cuprates,5
Tl2Ba2Ca1Cu2O7.876,110.0,Tl2 Ba2 Ca1 Cu2 O7.876,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.876}",Cuprates,5
Tl2Ba2Ca1Cu2O7.833,112.0,Tl2 Ba2 Ca1 Cu2 O7.833,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.833}",Cuprates,5
Tl2Ba2Ca1Cu2O8,87.0,Tl2 Ba2 Ca1 Cu2 O8,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.0}",Cuprates,5
Tl2Ba2Ca1Cu2O7.984,92.0,Tl2 Ba2 Ca1 Cu2 O7.984,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.984}",Cuprates,5
Tl2Ba2Ca1Cu2O7.978,95.0,Tl2 Ba2 Ca1 Cu2 O7.978,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.978}",Cuprates,5
Tl2Ba2Ca1Cu2O7.958,107.0,Tl2 Ba2 Ca1 Cu2 O7.958,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.958}",Cuprates,5
Tl2Ba2Ca1Cu2O7.946,107.0,Tl2 Ba2 Ca1 Cu2 O7.946,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.946}",Cuprates,5
Tl2Ba2Ca2Cu3O10,115.0,Tl2 Ba2 Ca2 Cu3 O10,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 10.0}",Cuprates,5
Tl2Ba2Ca2Cu3O9.964,112.0,Tl2 Ba2 Ca2 Cu3 O9.964,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 9.964}",Cuprates,5
Tl2Ba2Ca2Cu3O9.877,111.0,Tl2 Ba2 Ca2 Cu3 O9.877,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 9.877}",Cuprates,5
Tl2Ba2Ca2Cu3O9.841,110.0,Tl2 Ba2 Ca2 Cu3 O9.841,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 9.841}",Cuprates,5
Tl2Ba2Cu1O5.989,10.0,Tl2 Ba2 Cu1 O5.989,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.989}",Cuprates,4
Tl2Ba2Cu1O5.957,38.0,Tl2 Ba2 Cu1 O5.957,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.957}",Cuprates,4
Tl2Ba2Cu1O5.947,50.0,Tl2 Ba2 Cu1 O5.947,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.947}",Cuprates,4
Tl2Ba2Cu1O5.943,56.0,Tl2 Ba2 Cu1 O5.943,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.943}",Cuprates,4
Tl2Ba2Cu1O5.94,58.0,Tl2 Ba2 Cu1 O5.94,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.94}",Cuprates,4
Tl2Ba2Cu1O5.929,70.0,Tl2 Ba2 Cu1 O5.929,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.929}",Cuprates,4
Tl2Ba2Cu1O5.912,82.0,Tl2 Ba2 Cu1 O5.912,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.912}",Cuprates,4
Tl2Ba2Cu1O5.876,87.0,Tl2 Ba2 Cu1 O5.876,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.876}",Cuprates,4
Tl2Ba2Cu1O5.963,53.0,Tl2 Ba2 Cu1 O5.963,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 5.963}",Cuprates,4
Tl2Ba2Cu1O6,50.0,Tl2 Ba2 Cu1 O6,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.0}",Cuprates,4
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,109.0,Bi1.6 Pb0.3 Sb0.1 Sr2 Ca2 Cu3 O10,"[Element Bi, Element Pb, Element Sb, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 1.6, 'Pb': 0.3, 'Sb': 0.1, 'Sr': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 10.0}",Cuprates,7
Ho1Ba2Cu4O8,78.5,Ho1 Ba2 Cu4 O8,"[Element Ho, Element Ba, Element Cu, Element O]","{'Ho': 1.0, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,4
Ho0.95Ca0.05Ba2Cu4O8,81.0,Ho0.95 Ca0.05 Ba2 Cu4 O8,"[Element Ho, Element Ca, Element Ba, Element Cu, Element O]","{'Ho': 0.95, 'Ca': 0.05, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,5
Ho0.9Ca0.1Ba2Cu4O8,87.0,Ho0.9 Ca0.1 Ba2 Cu4 O8,"[Element Ho, Element Ca, Element Ba, Element Cu, Element O]","{'Ho': 0.9, 'Ca': 0.1, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,5
Ho0.85Ca0.15Ba2Cu4O8,87.0,Ho0.85 Ca0.15 Ba2 Cu4 O8,"[Element Ho, Element Ca, Element Ba, Element Cu, Element O]","{'Ho': 0.85, 'Ca': 0.15, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,5
Ho0.8Ca0.2Ba2Cu4O8,87.0,Ho0.8 Ca0.2 Ba2 Cu4 O8,"[Element Ho, Element Ca, Element Ba, Element Cu, Element O]","{'Ho': 0.8, 'Ca': 0.2, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,5
Ho0.7Ca0.3Ba2Cu4O8,87.0,Ho0.7 Ca0.3 Ba2 Cu4 O8,"[Element Ho, Element Ca, Element Ba, Element Cu, Element O]","{'Ho': 0.7, 'Ca': 0.3, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,5
Bi4Sr4Ca2Cu4O16.25,82.4,Bi4 Sr4 Ca2 Cu4 O16.25,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 2.0, 'Cu': 4.0, 'O': 16.25}",Cuprates,5
Bi4Sr4Ca1.9Tm0.1Cu4O16.28,83.9,Bi4 Sr4 Ca1.9 Tm0.1 Cu4 O16.28,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 1.9, 'Tm': 0.1, 'Cu': 4.0, 'O': 16.28}",Cuprates,6
Bi4Sr4Ca1.8Tm0.2Cu4O16.38,83.9,Bi4 Sr4 Ca1.8 Tm0.2 Cu4 O16.38,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 1.8, 'Tm': 0.2, 'Cu': 4.0, 'O': 16.38}",Cuprates,6
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3,Bi4 Sr4 Ca1.5 Tm0.5 Cu4 O16.5,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 1.5, 'Tm': 0.5, 'Cu': 4.0, 'O': 16.5}",Cuprates,6
Bi4Sr4Ca1Tm1Cu4O16.67,37.7,Bi4 Sr4 Ca1 Tm1 Cu4 O16.67,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 1.0, 'Tm': 1.0, 'Cu': 4.0, 'O': 16.67}",Cuprates,6
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5,Bi4 Sr4 Ca0.5 Tm1.5 Cu4 O16.91,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 0.5, 'Tm': 1.5, 'Cu': 4.0, 'O': 16.91}",Cuprates,6
Bi4Sr4Ca3Cu4O16.29,81.0,Bi4 Sr4 Ca3 Cu4 O16.29,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 4.0, 'Ca': 3.0, 'Cu': 4.0, 'O': 16.29}",Cuprates,5
Bi4Sr3Ca2.9Tm0.1Cu4O16.36,80.0,Bi4 Sr3 Ca2.9 Tm0.1 Cu4 O16.36,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 3.0, 'Ca': 2.9, 'Tm': 0.1, 'Cu': 4.0, 'O': 16.36}",Cuprates,6
Bi4Sr3Ca2.8Tm0.2Cu4O16.41,83.0,Bi4 Sr3 Ca2.8 Tm0.2 Cu4 O16.41,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 3.0, 'Ca': 2.8, 'Tm': 0.2, 'Cu': 4.0, 'O': 16.41}",Cuprates,6
Bi4Sr3Ca2.5Tm0.5Cu4O16.52,81.0,Bi4 Sr3 Ca2.5 Tm0.5 Cu4 O16.52,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 3.0, 'Ca': 2.5, 'Tm': 0.5, 'Cu': 4.0, 'O': 16.52}",Cuprates,6
Bi4Sr3Ca2Tm1Cu4O16.73,46.5,Bi4 Sr3 Ca2 Tm1 Cu4 O16.73,"[Element Bi, Element Sr, Element Ca, Element Tm, Element Cu, Element O]","{'Bi': 4.0, 'Sr': 3.0, 'Ca': 2.0, 'Tm': 1.0, 'Cu': 4.0, 'O': 16.73}",Cuprates,6
Bi2Sr1.5Ca1.5Cu2O8.19,83.0,Bi2 Sr1.5 Ca1.5 Cu2 O8.19,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 1.5, 'Ca': 1.5, 'Cu': 2.0, 'O': 8.19}",Cuprates,5
Bi2Sr1.5Ca1.5Cu2O8.22,73.0,Bi2 Sr1.5 Ca1.5 Cu2 O8.22,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 1.5, 'Ca': 1.5, 'Cu': 2.0, 'O': 8.22}",Cuprates,5
Bi2Sr1.5Ca1.5Cu2O8.25,67.0,Bi2 Sr1.5 Ca1.5 Cu2 O8.25,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 1.5, 'Ca': 1.5, 'Cu': 2.0, 'O': 8.25}",Cuprates,5
Bi2Sr2Ca1Cu2O8.23,70.0,Bi2 Sr2 Ca1 Cu2 O8.23,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.23}",Cuprates,5
Bi2Sr2Ca1Cu2O8.11,86.4,Bi2 Sr2 Ca1 Cu2 O8.11,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.11}",Cuprates,5
Bi2Sr2Ca1Cu2O8.16,92.7,Bi2 Sr2 Ca1 Cu2 O8.16,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.16}",Cuprates,5
Bi2Sr2Ca1Cu2O8.19,88.0,Bi2 Sr2 Ca1 Cu2 O8.19,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.19}",Cuprates,5
Bi2Sr2Ca1Cu2O8.22,78.5,Bi2 Sr2 Ca1 Cu2 O8.22,"[Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.22}",Cuprates,5
Tl2Ba2Cu1O6.1,92.4,Tl2 Ba2 Cu1 O6.1,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.1}",Cuprates,4
Tl2Ba2Cu1O6.12,87.8,Tl2 Ba2 Cu1 O6.12,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.12}",Cuprates,4
Tl2Ba2Cu1O6.16,64.9,Tl2 Ba2 Cu1 O6.16,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.16}",Cuprates,4
Tl2Ba2Cu1O6.19,45.3,Tl2 Ba2 Cu1 O6.19,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.19}",Cuprates,4
La1.91Ba0.09Cu1O4,28.8,La1.91 Ba0.09 Cu1 O4,"[Element La, Element Ba, Element Cu, Element O]","{'La': 1.91, 'Ba': 0.09, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.87Ba0.13Cu1O4,4.2,La1.87 Ba0.13 Cu1 O4,"[Element La, Element Ba, Element Cu, Element O]","{'La': 1.87, 'Ba': 0.13, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.84Ba0.16Cu1O4,28.8,La1.84 Ba0.16 Cu1 O4,"[Element La, Element Ba, Element Cu, Element O]","{'La': 1.84, 'Ba': 0.16, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.78Ba0.22Cu1O4,32.0,La1.78 Ba0.22 Cu1 O4,"[Element La, Element Ba, Element Cu, Element O]","{'La': 1.78, 'Ba': 0.22, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
Ba0.5K0.5Bi1O3,24.0,Ba0.5 K0.5 Bi1 O3,"[Element Ba, Element K, Element Bi, Element O]","{'Ba': 0.5, 'K': 0.5, 'Bi': 1.0, 'O': 3.0}",Other,4
La1.83Sr0.17Cu1O4,37.0,La1.83 Sr0.17 Cu1 O4,"[Element La, Element Sr, Element Cu, Element O]","{'La': 1.83, 'Sr': 0.17, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.825Sr0.175Cu1O4,36.0,La1.825 Sr0.175 Cu1 O4,"[Element La, Element Sr, Element Cu, Element O]","{'La': 1.825, 'Sr': 0.175, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.85Ca0.15Cu1O4,17.0,La1.85 Ca0.15 Cu1 O4,"[Element La, Element Ca, Element Cu, Element O]","{'La': 1.85, 'Ca': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.89Sr0.11Cu1O4,10.0,La1.89 Sr0.11 Cu1 O4,"[Element La, Element Sr, Element Cu, Element O]","{'La': 1.89, 'Sr': 0.11, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
Tl0.5Pb0.5Sr2Ca1Cu2O7,85.0,Tl0.5 Pb0.5 Sr2 Ca1 Cu2 O7,"[Element Tl, Element Pb, Element Sr, Element Ca, Element Cu, Element O]","{'Tl': 0.5, 'Pb': 0.5, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Tl1Ba2Ca1Cu2O7,81.6,Tl1 Ba2 Ca1 Cu2 O7,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 1.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.0}",Cuprates,5
Er1Ba2Cu4O8,78.3,Er1 Ba2 Cu4 O8,"[Element Er, Element Ba, Element Cu, Element O]","{'Er': 1.0, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,4
Tm1Ba2Cu4O8,78.6,Tm1 Ba2 Cu4 O8,"[Element Tm, Element Ba, Element Cu, Element O]","{'Tm': 1.0, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,4
Sm1Ba2Cu4O8,69.3,Sm1 Ba2 Cu4 O8,"[Element Sm, Element Ba, Element Cu, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,4
Eu1Ba2Cu4O8,68.9,Eu1 Ba2 Cu4 O8,"[Element Eu, Element Ba, Element Cu, Element O]","{'Eu': 1.0, 'Ba': 2.0, 'Cu': 4.0, 'O': 8.0}",Cuprates,4
La2Cu1O4.32,37.5,La2 Cu1 O4.32,"[Element La, Element Cu, Element O]","{'La': 2.0, 'Cu': 1.0, 'O': 4.32}",Cuprates,3
Pr1.85Th0.15Cu1O3.98,17.2,Pr1.85 Th0.15 Cu1 O3.98,"[Element Pr, Element Th, Element Cu, Element O]","{'Pr': 1.85, 'Th': 0.15, 'Cu': 1.0, 'O': 3.98}",Cuprates,4
Sm1.85Th0.15Cu1O3.98,1.8,Sm1.85 Th0.15 Cu1 O3.98,"[Element Sm, Element Th, Element Cu, Element O]","{'Sm': 1.85, 'Th': 0.15, 'Cu': 1.0, 'O': 3.98}",Cuprates,4
Pr1.85Ce0.15Cu1O3.98,19.4,Pr1.85 Ce0.15 Cu1 O3.98,"[Element Pr, Element Ce, Element Cu, Element O]","{'Pr': 1.85, 'Ce': 0.15, 'Cu': 1.0, 'O': 3.98}",Cuprates,4
Sm1.85Ce0.15Cu1O3.98,19.7,Sm1.85 Ce0.15 Cu1 O3.98,"[Element Sm, Element Ce, Element Cu, Element O]","{'Sm': 1.85, 'Ce': 0.15, 'Cu': 1.0, 'O': 3.98}",Cuprates,4
Eu1.85Ce0.15Cu1O3.98,7.3,Eu1.85 Ce0.15 Cu1 O3.98,"[Element Eu, Element Ce, Element Cu, Element O]","{'Eu': 1.85, 'Ce': 0.15, 'Cu': 1.0, 'O': 3.98}",Cuprates,4
Eu1Ba2Cu3O6.9,88.0,Eu1 Ba2 Cu3 O6.9,"[Element Eu, Element Ba, Element Cu, Element O]","{'Eu': 1.0, 'Ba': 2.0, 'Cu': 3.0, 'O': 6.9}",Cuprates,4
La2Cu1FO4,40.0,La2 Cu1 F1 O4,"[Element La, Element Cu, Element F, Element O]","{'La': 2.0, 'Cu': 1.0, 'F': 1.0, 'O': 4.0}",Cuprates,4
Bi1.8Pb0.4Sr1.85Ca2.05Cu3O10.26,107.0,Bi1.8 Pb0.4 Sr1.85 Ca2.05 Cu3 O10.26,"[Element Bi, Element Pb, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 1.8, 'Pb': 0.4, 'Sr': 1.85, 'Ca': 2.05, 'Cu': 3.0, 'O': 10.26}",Cuprates,6
Bi2Sr2Ca0.8La0.2Cu2O8.26,87.9,Bi2 Sr2 Ca0.8 La0.2 Cu2 O8.26,"[Element Bi, Element Sr, Element Ca, Element La, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 0.8, 'La': 0.2, 'Cu': 2.0, 'O': 8.26}",Cuprates,6
Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.4,Bi2 Sr2 Ca0.8 Eu0.2 Cu2 O8.26,"[Element Bi, Element Sr, Element Ca, Element Eu, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ca': 0.8, 'Eu': 0.2, 'Cu': 2.0, 'O': 8.26}",Cuprates,6
La1.75Ca1.25Cu2O5.99,47.7,La1.75 Ca1.25 Cu2 O5.99,"[Element La, Element Ca, Element Cu, Element O]","{'La': 1.75, 'Ca': 1.25, 'Cu': 2.0, 'O': 5.99}",Cuprates,4
Tm1Ba2Cu3O7,92.1,Tm1 Ba2 Cu3 O7,"[Element Tm, Element Ba, Element Cu, Element O]","{'Tm': 1.0, 'Ba': 2.0, 'Cu': 3.0, 'O': 7.0}",Cuprates,4
Lu1Ba2Cu3O7,92.4,Lu1 Ba2 Cu3 O7,"[Element Lu, Element Ba, Element Cu, Element O]","{'Lu': 1.0, 'Ba': 2.0, 'Cu': 3.0, 'O': 7.0}",Cuprates,4
Th1Ca3Ba1Cu3O9,124.5,Th1 Ca3 Ba1 Cu3 O9,"[Element Th, Element Ca, Element Ba, Element Cu, Element O]","{'Th': 1.0, 'Ca': 3.0, 'Ba': 1.0, 'Cu': 3.0, 'O': 9.0}",Cuprates,5
Bi2Sr2Sm1.64Ce0.36Cu2O10.24,16.0,Bi2 Sr2 Sm1.64 Ce0.36 Cu2 O10.24,"[Element Bi, Element Sr, Element Sm, Element Ce, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Sm': 1.64, 'Ce': 0.36, 'Cu': 2.0, 'O': 10.24}",Cuprates,6
Bi2Sr2Eu1.64Ce0.36Cu2O10.26,27.0,Bi2 Sr2 Eu1.64 Ce0.36 Cu2 O10.26,"[Element Bi, Element Sr, Element Eu, Element Ce, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Eu': 1.64, 'Ce': 0.36, 'Cu': 2.0, 'O': 10.26}",Cuprates,6
Bi2Sr2Ho1.64Ce0.36Cu2O10.22,24.0,Bi2 Sr2 Ho1.64 Ce0.36 Cu2 O10.22,"[Element Bi, Element Sr, Element Ho, Element Ce, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Ho': 1.64, 'Ce': 0.36, 'Cu': 2.0, 'O': 10.22}",Cuprates,6
Tl2Ba2Cu1O6.01,81.0,Tl2 Ba2 Cu1 O6.01,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.01}",Cuprates,4
Tl2Ba2Cu1O6.03,62.0,Tl2 Ba2 Cu1 O6.03,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.03}",Cuprates,4
Tl2Ba2Cu1O6.05,47.0,Tl2 Ba2 Cu1 O6.05,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.05}",Cuprates,4
Tl2Ba2Cu1O6.08,16.0,Tl2 Ba2 Cu1 O6.08,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 2.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 6.08}",Cuprates,4
Ba0.63K0.37Bi1O3,27.7,Ba0.63 K0.37 Bi1 O3,"[Element Ba, Element K, Element Bi, Element O]","{'Ba': 0.63, 'K': 0.37, 'Bi': 1.0, 'O': 3.0}",Other,4
Ba0.55K0.45Bi1O3,25.6,Ba0.55 K0.45 Bi1 O3,"[Element Ba, Element K, Element Bi, Element O]","{'Ba': 0.55, 'K': 0.45, 'Bi': 1.0, 'O': 3.0}",Other,4
Eu1.55La0.3Ce0.15Cu1O4,10.0,Eu1.55 La0.3 Ce0.15 Cu1 O4,"[Element Eu, Element La, Element Ce, Element Cu, Element O]","{'Eu': 1.55, 'La': 0.3, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,5
Eu1.25La0.6Ce0.15Cu1O4,15.0,Eu1.25 La0.6 Ce0.15 Cu1 O4,"[Element Eu, Element La, Element Ce, Element Cu, Element O]","{'Eu': 1.25, 'La': 0.6, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,5
Eu0.95La0.9Ce0.15Cu1O4,17.5,Eu0.95 La0.9 Ce0.15 Cu1 O4,"[Element Eu, Element La, Element Ce, Element Cu, Element O]","{'Eu': 0.95, 'La': 0.9, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,5
Eu0.85La1Ce0.15Cu1O4,15.0,Eu0.85 La1 Ce0.15 Cu1 O4,"[Element Eu, Element La, Element Ce, Element Cu, Element O]","{'Eu': 0.85, 'La': 1.0, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,5
Eu0.65La1.2Ce0.15Cu1O4,11.0,Eu0.65 La1.2 Ce0.15 Cu1 O4,"[Element Eu, Element La, Element Ce, Element Cu, Element O]","{'Eu': 0.65, 'La': 1.2, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,5
Pr1.85Ce0.15Cu1O4,19.0,Pr1.85 Ce0.15 Cu1 O4,"[Element Pr, Element Ce, Element Cu, Element O]","{'Pr': 1.85, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
Eu1.85Ce0.15Cu1O4,8.0,Eu1.85 Ce0.15 Cu1 O4,"[Element Eu, Element Ce, Element Cu, Element O]","{'Eu': 1.85, 'Ce': 0.15, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
Bi1Pb1Sr1.2La0.2Cu1O6,24.0,Bi1 Pb1 Sr1.2 La0.2 Cu1 O6,"[Element Bi, Element Pb, Element Sr, Element La, Element Cu, Element O]","{'Bi': 1.0, 'Pb': 1.0, 'Sr': 1.2, 'La': 0.2, 'Cu': 1.0, 'O': 6.0}",Cuprates,6
Bi1Pb1Sr1.26La0.26Cu1O6,26.0,Bi1 Pb1 Sr1.26 La0.26 Cu1 O6,"[Element Bi, Element Pb, Element Sr, Element La, Element Cu, Element O]","{'Bi': 1.0, 'Pb': 1.0, 'Sr': 1.26, 'La': 0.26, 'Cu': 1.0, 'O': 6.0}",Cuprates,6
Bi1Pb1Sr1.5La0.5Cu1O6,16.3,Bi1 Pb1 Sr1.5 La0.5 Cu1 O6,"[Element Bi, Element Pb, Element Sr, Element La, Element Cu, Element O]","{'Bi': 1.0, 'Pb': 1.0, 'Sr': 1.5, 'La': 0.5, 'Cu': 1.0, 'O': 6.0}",Cuprates,6
Bi1Pb1Sr0.12Pr0.12Cu1O6,11.0,Bi1 Pb1 Sr0.12 Pr0.12 Cu1 O6,"[Element Bi, Element Pb, Element Sr, Element Pr, Element Cu, Element O]","{'Bi': 1.0, 'Pb': 1.0, 'Sr': 0.12, 'Pr': 0.12, 'Cu': 1.0, 'O': 6.0}",Cuprates,6
